-4.6e-07,-0.471094
-4.598e-07,-0.442969
-4.596e-07,-0.427344
-4.594e-07,-0.503125
-4.592e-07,-0.4875
-4.59e-07,-0.430469
-4.588e-07,-0.464844
-4.586e-07,-0.500781
-4.584e-07,-0.46875
-4.582e-07,-0.484375
-4.58e-07,-0.492969
-4.578e-07,-0.460156
-4.576e-07,-0.472656
-4.574e-07,-0.476563
-4.572e-07,-0.494531
-4.57e-07,-0.448438
-4.568e-07,-0.428906
-4.566e-07,-0.496094
-4.564e-07,-0.4375
-4.562e-07,-0.463281
-4.56e-07,-0.475
-4.558e-07,-0.496094
-4.556e-07,-0.464844
-4.554e-07,-0.476563
-4.552e-07,-0.476563
-4.55e-07,-0.457813
-4.548e-07,-0.477344
-4.546e-07,-0.486719
-4.544e-07,-0.510156
-4.542e-07,-0.471875
-4.54e-07,-0.516406
-4.538e-07,-0.429688
-4.536e-07,-0.524219
-4.534e-07,-0.458594
-4.532e-07,-0.460156
-4.53e-07,-0.449219
-4.528e-07,-0.447656
-4.526e-07,-0.452344
-4.524e-07,-0.432031
-4.522e-07,-0.482031
-4.52e-07,-0.467969
-4.518e-07,-0.495313
-4.516e-07,-0.450781
-4.514e-07,-0.448438
-4.512e-07,-0.488281
-4.51e-07,-0.508594
-4.508e-07,-0.475
-4.506e-07,-0.489844
-4.504e-07,-0.509375
-4.502e-07,-0.45
-4.5e-07,-0.478125
-4.498e-07,-0.475
-4.496e-07,-0.419531
-4.494e-07,-0.482813
-4.492e-07,-0.495313
-4.49e-07,-0.469531
-4.488e-07,-0.464844
-4.486e-07,-0.450781
-4.484e-07,-0.441406
-4.482e-07,-0.466406
-4.48e-07,-0.460156
-4.478e-07,-0.446094
-4.476e-07,-0.457813
-4.474e-07,-0.467969
-4.472e-07,-0.488281
-4.47e-07,-0.471094
-4.468e-07,-0.43125
-4.466e-07,-0.463281
-4.464e-07,-0.452344
-4.462e-07,-0.470313
-4.46e-07,-0.449219
-4.458e-07,-0.474219
-4.456e-07,-0.475781
-4.454e-07,-0.461719
-4.452e-07,-0.421094
-4.45e-07,-0.439063
-4.448e-07,-0.478125
-4.446e-07,-0.482813
-4.444e-07,-0.427344
-4.442e-07,-0.453906
-4.44e-07,-0.458594
-4.438e-07,-0.4375
-4.436e-07,-0.44375
-4.434e-07,-0.457813
-4.432e-07,-0.470313
-4.43e-07,-0.452344
-4.428e-07,-0.455469
-4.426e-07,-0.499219
-4.424e-07,-0.436719
-4.422e-07,-0.479688
-4.42e-07,-0.477344
-4.418e-07,-0.471875
-4.416e-07,-0.489063
-4.414e-07,-0.482031
-4.412e-07,-0.514063
-4.41e-07,-0.471094
-4.408e-07,-0.449219
-4.406e-07,-0.477344
-4.404e-07,-0.482813
-4.402e-07,-0.454688
-4.4e-07,-0.470313
-4.398e-07,-0.478906
-4.396e-07,-0.485938
-4.394e-07,-0.457031
-4.392e-07,-0.479688
-4.39e-07,-0.480469
-4.388e-07,-0.425
-4.386e-07,-0.4625
-4.384e-07,-0.485938
-4.382e-07,-0.480469
-4.38e-07,-0.485938
-4.378e-07,-0.484375
-4.376e-07,-0.457813
-4.374e-07,-0.505469
-4.372e-07,-0.469531
-4.37e-07,-0.475781
-4.368e-07,-0.501563
-4.366e-07,-0.460938
-4.364e-07,-0.500781
-4.362e-07,-0.464063
-4.36e-07,-0.480469
-4.358e-07,-0.475
-4.356e-07,-0.452344
-4.354e-07,-0.46875
-4.352e-07,-0.441406
-4.35e-07,-0.463281
-4.348e-07,-0.461719
-4.346e-07,-0.444531
-4.344e-07,-0.496094
-4.342e-07,-0.471094
-4.34e-07,-0.451563
-4.338e-07,-0.464063
-4.336e-07,-0.490625
-4.334e-07,-0.482031
-4.332e-07,-0.474219
-4.33e-07,-0.474219
-4.328e-07,-0.425
-4.326e-07,-0.421094
-4.324e-07,-0.4875
-4.322e-07,-0.470313
-4.32e-07,-0.446875
-4.318e-07,-0.460156
-4.316e-07,-0.435156
-4.314e-07,-0.449219
-4.312e-07,-0.450781
-4.31e-07,-0.440625
-4.308e-07,-0.477344
-4.306e-07,-0.517188
-4.304e-07,-0.485156
-4.302e-07,-0.460156
-4.3e-07,-0.46875
-4.298e-07,-0.480469
-4.296e-07,-0.502344
-4.294e-07,-0.484375
-4.292e-07,-0.513281
-4.29e-07,-0.497656
-4.288e-07,-0.460156
-4.286e-07,-0.472656
-4.284e-07,-0.420313
-4.282e-07,-0.459375
-4.28e-07,-0.451563
-4.278e-07,-0.492188
-4.276e-07,-0.458594
-4.274e-07,-0.45625
-4.272e-07,-0.4625
-4.27e-07,-0.470313
-4.268e-07,-0.4875
-4.266e-07,-0.453125
-4.264e-07,-0.48125
-4.262e-07,-0.463281
-4.26e-07,-0.458594
-4.258e-07,-0.4875
-4.256e-07,-0.484375
-4.254e-07,-0.474219
-4.252e-07,-0.480469
-4.25e-07,-0.457813
-4.248e-07,-0.421875
-4.246e-07,-0.415625
-4.244e-07,-0.425
-4.242e-07,-0.445313
-4.24e-07,-0.452344
-4.238e-07,-0.475
-4.236e-07,-0.507031
-4.234e-07,-0.460938
-4.232e-07,-0.447656
-4.23e-07,-0.457031
